hour,value
0.0,0.7259896146806075
0.0002777777777777778,0.7241135436488602
0.0005555555555555556,0.7258475690968418
0.0008333333333333333,0.7273961142999138
0.0011111111111111111,0.7235913167135435
0.001388888888888889,0.7220402490322656
0.0016666666666666666,0.7233908632890083
0.0019444444444444444,0.7235960481146447
0.0022222222222222222,0.7242597038846992
0.0025,0.7233193022248524
0.002777777777777778,0.7256099785198769
0.0030555555555555557,0.7270536957573238
0.003333333333333333,0.7268703262281823
0.003611111111111111,0.7285531807086987
0.0038888888888888888,0.728625392306055
0.004166666666666667,0.7264394679699847
0.0044444444444444444,0.7270033084772013
0.004722222222222222,0.7251601101166395
0.005,0.7269966000377102
0.005277777777777778,0.726720992439075
0.005555555555555556,0.7263117946010835
0.005833333333333334,0.7251969646423417
0.006111111111111111,0.727655406848293
0.006388888888888889,0.7270546190119765
0.006666666666666666,0.7261824146307753
0.006944444444444444,0.7257134537746845
0.007222222222222222,0.7268967421624328
0.0075,0.7274546358316015
0.0077777777777777776,0.7279377412940558
0.008055555555555555,0.7283189983755919
0.008333333333333333,0.7314981504778949
0.008611111111111111,0.7294170095021644
0.008888888888888889,0.7277932491616873
0.009166666666666667,0.7261579375165006
0.009444444444444445,0.7274490608280579
0.009722222222222222,0.729234779253958
0.01,0.7283904399930642
0.010277777777777778,0.726580882665104
0.010555555555555556,0.725353164169887
0.010833333333333334,0.7270064113493826
0.011111111111111112,0.7283331427333108
0.01138888888888889,0.7289350803029488
0.011666666666666667,0.7273201437217893
0.011944444444444445,0.7277236306921613
0.012222222222222223,0.7278227283776322
0.0125,0.7280773769059028
0.012777777777777779,0.7293744085270809
0.013055555555555556,0.7291966340030017
0.013333333333333332,0.7298563341548273
0.01361111111111111,0.7292942881984115
0.013888888888888888,0.7292887404099077
0.014166666666666666,0.7298772042616047
0.014444444444444444,0.7267615850601947
0.014722222222222222,0.7265210543997924
0.015,0.7261096079952457
0.015277777777777777,0.7255483408203137
0.015555555555555555,0.7257843448633414
0.015833333333333335,0.72896219617649
0.01611111111111111,0.7271975372924099
0.01638888888888889,0.7290834437013253
0.016666666666666666,0.7259222318041438
0.016944444444444446,0.7260065649181199
0.017222222222222222,0.7269214395880428
0.0175,0.7282919747958517
0.017777777777777778,0.7294755717881559
0.018055555555555554,0.7304556219521887
0.018333333333333333,0.729218179876733
0.01861111111111111,0.7281717061155772
0.01888888888888889,0.7296894604843366
0.019166666666666665,0.7289856867984167
0.019444444444444445,0.7266673435469063
0.01972222222222222,0.7252981931874324
0.02,0.7247145591748488
0.020277777777777777,0.7267194930974746
0.020555555555555556,0.7275339872592568
0.020833333333333332,0.7290454080880516
0.021111111111111112,0.7282211482287114
0.021388888888888888,0.7286493934180049
0.021666666666666667,0.729753122678135
0.021944444444444444,0.7289533193507388
0.022222222222222223,0.7297043353336308
0.0225,0.7283461475295219
0.02277777777777778,0.7279143013780918
0.023055555555555555,0.7275926343281701
0.023333333333333334,0.725999857245551
0.02361111111111111,0.7277495697675699
0.02388888888888889,0.7273656007410105
0.024166666666666666,0.727925922053446
0.024444444444444446,0.7291241177640101
0.024722222222222222,0.7299171398568874
0.025,0.7308554906794767
0.025277777777777777,0.7302298511424355
0.025555555555555557,0.7292536188683775
0.025833333333333333,0.7291648952935312
0.026111111111111113,0.7263901476392383
0.02638888888888889,0.7248672664523939
0.026666666666666665,0.7240243929655464
0.026944444444444444,0.723998285140387
0.02722222222222222,0.726360219094265
0.0275,0.7258134248917703
0.027777777777777776,0.7263367243607795
0.028055555555555556,0.7295584630216235
0.028333333333333332,0.729019869824469
0.02861111111111111,0.7305090576387531
0.028888888888888888,0.7287311625817964
0.029166666666666667,0.7287331432741739
0.029444444444444443,0.727484698557152
0.029722222222222223,0.7276586506906272
0.03,0.7297916352514191
0.03027777777777778,0.7269448263387209
0.030555555555555555,0.7286284461919148
0.030833333333333334,0.7294858213517507
0.03111111111111111,0.7286881630283103
0.03138888888888889,0.7266980409918126
0.03166666666666667,0.7278905034154622
0.03194444444444444,0.7277176953168369
0.03222222222222222,0.7289008214215726
0.0325,0.7293838759479555
0.03277777777777778,0.7324122005857729
0.03305555555555555,0.7314235130482645
0.03333333333333333,0.729414517125692
0.03361111111111111,0.7300591238355645
0.03388888888888889,0.7305915717038843
0.034166666666666665,0.7329074123542196
0.034444444444444444,0.7336523876011228
0.034722222222222224,0.7333754469149117
0.035,0.7350691817346768
0.035277777777777776,0.7317717332623851
0.035555555555555556,0.7304062803788098
0.035833333333333335,0.7289764800915771
0.03611111111111111,0.7288976201843499
0.03638888888888889,0.7271818421201784
0.03666666666666667,0.7294030382095904
0.036944444444444446,0.7295168015894292
0.03722222222222222,0.7274922587852929
0.0375,0.7268588585599848
0.03777777777777778,0.7286804581104546
0.03805555555555556,0.7308569611336889
0.03833333333333333,0.734356509937767
0.03861111111111111,0.7383728920598723
0.03888888888888889,0.7369599441770432
0.03916666666666667,0.7336033446593574
0.03944444444444444,0.729329326348301
0.03972222222222222,0.7304172531689238
0.04,0.7293592437017107
0.04027777777777778,0.7293046870980903
0.04055555555555555,0.7289451669589274
0.04083333333333333,0.729504506963692
0.04111111111111111,0.7319536601689942
0.04138888888888889,0.7321395639792885
0.041666666666666664,0.7317467465890669
0.041944444444444444,0.7299973582436345
0.042222222222222223,0.7277017603879721
0.0425,0.7281212636167533
0.042777777777777776,0.7291601699770529
0.043055555555555555,0.7329873282494714
0.043333333333333335,0.7329026319183245
0.043611111111111114,0.7343003889859021
0.04388888888888889,0.7327788833384864
0.04416666666666667,0.7305637672302097
0.044444444444444446,0.7293979017890391
0.04472222222222222,0.7290005173479928
0.045,0.7335714668225346
0.04527777777777778,0.7317832266161746
0.04555555555555556,0.7333570474439639
0.04583333333333333,0.7315191181778327
0.04611111111111111,0.7333541400073944
0.04638888888888889,0.7337242229811415
0.04666666666666667,0.7330773775707472
0.04694444444444444,0.7328330817395851
0.04722222222222222,0.7316333867661062
0.0475,0.7326716401487136
0.04777777777777778,0.7318832080427004
0.04805555555555555,0.7300371782725923
0.04833333333333333,0.7286683300563827
0.04861111111111111,0.7301808496226264
0.04888888888888889,0.7336357066530651
0.049166666666666664,0.7336608004207517
0.049444444444444444,0.7332181536169382
0.04972222222222222,0.733605930995387
0.05,0.7356186332423535
0.050277777777777775,0.7351977632036708
0.050555555555555555,0.7338468347452597
0.050833333333333335,0.735484918972434
0.051111111111111114,0.7354952114224341
0.05138888888888889,0.7373908286346876
0.051666666666666666,0.7364372824641958
0.051944444444444446,0.733395786143112
0.052222222222222225,0.7310352248239459
0.0525,0.7345122230889467
0.05277777777777778,0.7370814484872069
0.05305555555555556,0.7356660414240971
0.05333333333333333,0.7343420702182291
0.05361111111111111,0.7365539696992744
0.05388888888888889,0.7337607351290104
0.05416666666666667,0.7321773749217043
0.05444444444444444,0.7336880454067757
0.05472222222222222,0.7329982391198361
0.055,0.7331875653691732
0.05527777777777778,0.7330637536827079
0.05555555555555555,0.7338383217197568
0.05583333333333333,0.7362060214408049
0.05611111111111111,0.7356432776638372
0.05638888888888889,0.7361992961686036
0.056666666666666664,0.7320339930221231
0.05694444444444444,0.7325227442599802
0.05722222222222222,0.7315301694839913
0.0575,0.7302107488394675
0.057777777777777775,0.7298765663448553
0.058055555555555555,0.7305767572623894
0.058333333333333334,0.733197672132063
0.058611111111111114,0.7312436068129889
0.058888888888888886,0.7321878994156538
0.059166666666666666,0.7319882965086417
0.059444444444444446,0.7321258131595172
0.059722222222222225,0.7344891301654339
0.06,0.7353678557127038
0.06027777777777778,0.7373497177628991
0.06055555555555556,0.7362202118693058
0.060833333333333336,0.7345237872816379
0.06111111111111111,0.7341484347889149
0.06138888888888889,0.7346881210340608
0.06166666666666667,0.734966118968619
0.06194444444444445,0.7330353432263097
0.06222222222222222,0.7336871710440225
0.0625,0.7343888677772878
0.06277777777777778,0.7387722749314413
0.06305555555555556,0.7407667385739636
0.06333333333333334,0.7375473070853882
0.0636111111111111,0.7362647783261879
0.06388888888888888,0.7333855269449306
0.06416666666666666,0.7328612724715932
0.06444444444444444,0.7340424264423211
0.06472222222222222,0.7363901364032607
0.065,0.7347657427010347
0.06527777777777778,0.7337676118580081
0.06555555555555556,0.7305499669794293
0.06583333333333333,0.7316734726766875
0.0661111111111111,0.7309467714549047
0.06638888888888889,0.7313533892216103
0.06666666666666667,0.7310610560318419
0.06694444444444445,0.7321948378911829
0.06722222222222222,0.7301808192405566
0.0675,0.7292756202979275
0.06777777777777778,0.7347496003025684
0.06805555555555555,0.7328020324321713
0.06833333333333333,0.7317737634366066
0.06861111111111111,0.7360384914566518
0.06888888888888889,0.7408462153596043
0.06916666666666667,0.7373136192077082
0.06944444444444445,0.7362143142950258
0.06972222222222223,0.7366598059716604
0.07,0.7393347400035986
0.07027777777777777,0.7366162101151684
0.07055555555555555,0.735982095070882
0.07083333333333333,0.7372834242924498
0.07111111111111111,0.7376255701979247
0.07138888888888889,0.7365024309732794
0.07166666666666667,0.7361388573428715
0.07194444444444445,0.7337926040742898
0.07222222222222222,0.7340888349601298
0.0725,0.7342602360866356
0.07277777777777777,0.7352371309704546
0.07305555555555555,0.7345980066575214
0.07333333333333333,0.7359030114673013
0.07361111111111111,0.7377456622764608
0.07388888888888889,0.7375942666980778
0.07416666666666667,0.7378329111798383
0.07444444444444444,0.7375056780321345
0.07472222222222222,0.737198501601998
0.075,0.7357721337564103
0.07527777777777778,0.736545012000675
0.07555555555555556,0.7363965028363171
0.07583333333333334,0.7400171996380273
0.07611111111111112,0.7416824333499914
0.0763888888888889,0.7408470974954481
0.07666666666666666,0.7383267952455199
0.07694444444444444,0.7359822504459216
0.07722222222222222,0.7382574136108817
0.0775,0.7382882177555143
0.07777777777777778,0.7386900786103321
0.07805555555555556,0.7352122772365023
0.07833333333333334,0.7373187076160581
0.07861111111111112,0.738003250518049
0.07888888888888888,0.7358418129771405
0.07916666666666666,0.7354235545923867
0.07944444444444444,0.7363888088864601
0.07972222222222222,0.7367182149280815
0.08,0.7363764327681466
0.08027777777777778,0.7364687953155677
0.08055555555555556,0.7362935500902029
0.08083333333333333,0.7368683610985591
0.0811111111111111,0.7395180993111525
0.08138888888888889,0.7345400336969867
0.08166666666666667,0.7350161927324018
0.08194444444444444,0.7360619314333245
0.08222222222222222,0.7370082449226804
0.0825,0.7365503319942309
0.08277777777777778,0.733894314911249
0.08305555555555555,0.7355804664078758
0.08333333333333333,0.7391444439273576
0.08361111111111111,0.7361232372151864
0.08388888888888889,0.7380842363141427
0.08416666666666667,0.7374476546939069
0.08444444444444445,0.7374667083072333
0.08472222222222223,0.735811080400738
0.085,0.7358816509160818
0.08527777777777777,0.7387132768757123
0.08555555555555555,0.7394911854052706
0.08583333333333333,0.7419961317341457
0.08611111111111111,0.7428207794783
0.08638888888888889,0.7421583095121721
0.08666666666666667,0.7439180329912377
0.08694444444444445,0.7429496966729585
0.08722222222222223,0.7429429381794114
0.0875,0.7410438073907166
0.08777777777777777,0.7403416241541056
0.08805555555555555,0.7385668902496966
0.08833333333333333,0.7401957750736693
0.08861111111111111,0.7376731429549819
